Numero,URL,Nome,Peso,Altura,Tipo 1,Tipo 2,Habilidade,Descricao Habilidade,URL Habilidade,Evolução 2 Número,Evolução 2 Nome,Evolução 2 Url,Evolução 3 Número,Evolução 3 Nome,Evolução 3 Url
0253,https://pokemondb.net/pokedex/grovyle,Grovyle,21.6 kg (47.6 lbs),0.9 m (2′11″),Grass,,/ability/overgrow,Powers up Grass-type moves in a pinch.,https://pokemondb.net/ability/overgrow,#0253,Grovyle,https://pokemondb.net/pokedex/grovyle,#0254,Sceptile,https://pokemondb.net/pokedex/sceptile
0254,https://pokemondb.net/pokedex/sceptile,Sceptile,52.2 kg (115.1 lbs),1.7 m (5′07″),Grass,Dragon,/ability/overgrow,Powers up Grass-type moves in a pinch.,https://pokemondb.net/ability/overgrow,#0253,Grovyle,https://pokemondb.net/pokedex/grovyle,#0254,Sceptile,https://pokemondb.net/pokedex/sceptile
0255,https://pokemondb.net/pokedex/torchic,Torchic,2.5 kg (5.5 lbs),0.4 m (1′04″),Fire,,/ability/blaze,Powers up Fire-type moves in a pinch.,https://pokemondb.net/ability/blaze,#0256,Combusken,https://pokemondb.net/pokedex/combusken,#0257,Blaziken,https://pokemondb.net/pokedex/blaziken
0256,https://pokemondb.net/pokedex/combusken,Combusken,19.5 kg (43.0 lbs),0.9 m (2′11″),Fire,Fighting,/ability/blaze,Powers up Fire-type moves in a pinch.,https://pokemondb.net/ability/blaze,#0256,Combusken,https://pokemondb.net/pokedex/combusken,#0257,Blaziken,https://pokemondb.net/pokedex/blaziken
0257,https://pokemondb.net/pokedex/blaziken,Blaziken,52.0 kg (114.6 lbs),1.9 m (6′03″),Fire,Fighting,/ability/blaze,Powers up Fire-type moves in a pinch.,https://pokemondb.net/ability/blaze,#0256,Combusken,https://pokemondb.net/pokedex/combusken,#0257,Blaziken,https://pokemondb.net/pokedex/blaziken
0258,https://pokemondb.net/pokedex/mudkip,Mudkip,7.6 kg (16.8 lbs),0.4 m (1′04″),Water,,/ability/torrent,Powers up Water-type moves in a pinch.,https://pokemondb.net/ability/torrent,#0259,Marshtomp,https://pokemondb.net/pokedex/marshtomp,#0260,Swampert,https://pokemondb.net/pokedex/swampert
0259,https://pokemondb.net/pokedex/marshtomp,Marshtomp,28.0 kg (61.7 lbs),0.7 m (2′04″),Water,Ground,/ability/torrent,Powers up Water-type moves in a pinch.,https://pokemondb.net/ability/torrent,#0259,Marshtomp,https://pokemondb.net/pokedex/marshtomp,#0260,Swampert,https://pokemondb.net/pokedex/swampert
0260,https://pokemondb.net/pokedex/swampert,Swampert,81.9 kg (180.6 lbs),1.5 m (4′11″),Water,Ground,/ability/torrent,Powers up Water-type moves in a pinch.,https://pokemondb.net/ability/torrent,#0259,Marshtomp,https://pokemondb.net/pokedex/marshtomp,#0260,Swampert,https://pokemondb.net/pokedex/swampert
0261,https://pokemondb.net/pokedex/poochyena,Poochyena,13.6 kg (30.0 lbs),0.5 m (1′08″),Dark,,/ability/run-away,Enables a sure getaway from wild Pokémon.,https://pokemondb.net/ability/run-away,#0262,Mightyena,https://pokemondb.net/pokedex/mightyena,,,
0262,https://pokemondb.net/pokedex/mightyena,Mightyena,37.0 kg (81.6 lbs),1.0 m (3′03″),Dark,,/ability/intimidate,Lowers the foe's Attack stat.,https://pokemondb.net/ability/intimidate,#0262,Mightyena,https://pokemondb.net/pokedex/mightyena,,,
0263,https://pokemondb.net/pokedex/zigzagoon,Zigzagoon,17.5 kg (38.6 lbs),0.4 m (1′04″),Normal,Normal,/ability/pickup,The Pokémon may pick up items.,https://pokemondb.net/ability/pickup,#0264,Linoone,https://pokemondb.net/pokedex/linoone,#0862,Obstagoon,https://pokemondb.net/pokedex/obstagoon
0264,https://pokemondb.net/pokedex/linoone,Linoone,32.5 kg (71.7 lbs),0.5 m (1′08″),Normal,Normal,/ability/pickup,The Pokémon may pick up items.,https://pokemondb.net/ability/pickup,#0264,Linoone,https://pokemondb.net/pokedex/linoone,#0862,Obstagoon,https://pokemondb.net/pokedex/obstagoon
0265,https://pokemondb.net/pokedex/wurmple,Wurmple,3.6 kg (7.9 lbs),0.3 m (1′00″),Bug,,/ability/shield-dust,Blocks the added effects of attacks taken.,https://pokemondb.net/ability/shield-dust,,,,,,
0266,https://pokemondb.net/pokedex/silcoon,Silcoon,10.0 kg (22.0 lbs),0.6 m (2′00″),Bug,,/ability/shed-skin,The Pokémon may heal its own status problems.,https://pokemondb.net/ability/shed-skin,,,,,,
0267,https://pokemondb.net/pokedex/beautifly,Beautifly,28.4 kg (62.6 lbs),1.0 m (3′03″),Bug,Flying,/ability/swarm,Powers up Bug-type moves in a pinch.,https://pokemondb.net/ability/swarm,,,,,,
0268,https://pokemondb.net/pokedex/cascoon,Cascoon,11.5 kg (25.4 lbs),0.7 m (2′04″),Bug,,/ability/shed-skin,The Pokémon may heal its own status problems.,https://pokemondb.net/ability/shed-skin,,,,,,
0269,https://pokemondb.net/pokedex/dustox,Dustox,31.6 kg (69.7 lbs),1.2 m (3′11″),Bug,Poison,/ability/shield-dust,Blocks the added effects of attacks taken.,https://pokemondb.net/ability/shield-dust,,,,,,
0270,https://pokemondb.net/pokedex/lotad,Lotad,2.6 kg (5.7 lbs),0.5 m (1′08″),Water,Grass,/ability/swift-swim,Boosts the Pokémon's Speed in rain.,https://pokemondb.net/ability/swift-swim,#0271,Lombre,https://pokemondb.net/pokedex/lombre,#0272,Ludicolo,https://pokemondb.net/pokedex/ludicolo
0271,https://pokemondb.net/pokedex/lombre,Lombre,32.5 kg (71.7 lbs),1.2 m (3′11″),Water,Grass,/ability/swift-swim,Boosts the Pokémon's Speed in rain.,https://pokemondb.net/ability/swift-swim,#0271,Lombre,https://pokemondb.net/pokedex/lombre,#0272,Ludicolo,https://pokemondb.net/pokedex/ludicolo
0272,https://pokemondb.net/pokedex/ludicolo,Ludicolo,55.0 kg (121.3 lbs),1.5 m (4′11″),Water,Grass,/ability/swift-swim,Boosts the Pokémon's Speed in rain.,https://pokemondb.net/ability/swift-swim,#0271,Lombre,https://pokemondb.net/pokedex/lombre,#0272,Ludicolo,https://pokemondb.net/pokedex/ludicolo
0273,https://pokemondb.net/pokedex/seedot,Seedot,4.0 kg (8.8 lbs),0.5 m (1′08″),Grass,,/ability/chlorophyll,Boosts the Pokémon's Speed in sunshine.,https://pokemondb.net/ability/chlorophyll,#0274,Nuzleaf,https://pokemondb.net/pokedex/nuzleaf,#0275,Shiftry,https://pokemondb.net/pokedex/shiftry
0274,https://pokemondb.net/pokedex/nuzleaf,Nuzleaf,28.0 kg (61.7 lbs),1.0 m (3′03″),Grass,Dark,/ability/chlorophyll,Boosts the Pokémon's Speed in sunshine.,https://pokemondb.net/ability/chlorophyll,#0274,Nuzleaf,https://pokemondb.net/pokedex/nuzleaf,#0275,Shiftry,https://pokemondb.net/pokedex/shiftry
0275,https://pokemondb.net/pokedex/shiftry,Shiftry,59.6 kg (131.4 lbs),1.3 m (4′03″),Grass,Dark,/ability/chlorophyll,Boosts the Pokémon's Speed in sunshine.,https://pokemondb.net/ability/chlorophyll,#0274,Nuzleaf,https://pokemondb.net/pokedex/nuzleaf,#0275,Shiftry,https://pokemondb.net/pokedex/shiftry
0276,https://pokemondb.net/pokedex/taillow,Taillow,2.3 kg (5.1 lbs),0.3 m (1′00″),Normal,Flying,/ability/guts,Boosts Attack if there is a status problem.,https://pokemondb.net/ability/guts,#0277,Swellow,https://pokemondb.net/pokedex/swellow,,,
0277,https://pokemondb.net/pokedex/swellow,Swellow,19.8 kg (43.7 lbs),0.7 m (2′04″),Normal,Flying,/ability/guts,Boosts Attack if there is a status problem.,https://pokemondb.net/ability/guts,#0277,Swellow,https://pokemondb.net/pokedex/swellow,,,
0278,https://pokemondb.net/pokedex/wingull,Wingull,9.5 kg (20.9 lbs),0.6 m (2′00″),Water,Flying,/ability/keen-eye,Prevents other Pokémon from lowering accuracy.,https://pokemondb.net/ability/keen-eye,#0279,Pelipper,https://pokemondb.net/pokedex/pelipper,,,
0279,https://pokemondb.net/pokedex/pelipper,Pelipper,28.0 kg (61.7 lbs),1.2 m (3′11″),Water,Flying,/ability/keen-eye,Prevents other Pokémon from lowering accuracy.,https://pokemondb.net/ability/keen-eye,#0279,Pelipper,https://pokemondb.net/pokedex/pelipper,,,
0280,https://pokemondb.net/pokedex/ralts,Ralts,6.6 kg (14.6 lbs),0.4 m (1′04″),Psychic,Fairy,/ability/synchronize,"Passes a burn, poison, or paralysis to the foe.",https://pokemondb.net/ability/synchronize,#0281,Kirlia,https://pokemondb.net/pokedex/kirlia,,,
0281,https://pokemondb.net/pokedex/kirlia,Kirlia,20.2 kg (44.5 lbs),0.8 m (2′07″),Psychic,Fairy,/ability/synchronize,"Passes a burn, poison, or paralysis to the foe.",https://pokemondb.net/ability/synchronize,#0281,Kirlia,https://pokemondb.net/pokedex/kirlia,,,
0282,https://pokemondb.net/pokedex/gardevoir,Gardevoir,48.4 kg (106.7 lbs),1.6 m (5′03″),Psychic,Fairy,/ability/synchronize,"Passes a burn, poison, or paralysis to the foe.",https://pokemondb.net/ability/synchronize,#0281,Kirlia,https://pokemondb.net/pokedex/kirlia,,,
0283,https://pokemondb.net/pokedex/surskit,Surskit,1.7 kg (3.7 lbs),0.5 m (1′08″),Bug,Water,/ability/swift-swim,Boosts the Pokémon's Speed in rain.,https://pokemondb.net/ability/swift-swim,#0284,Masquerain,https://pokemondb.net/pokedex/masquerain,,,
0284,https://pokemondb.net/pokedex/masquerain,Masquerain,3.6 kg (7.9 lbs),0.8 m (2′07″),Bug,Flying,/ability/intimidate,Lowers the foe's Attack stat.,https://pokemondb.net/ability/intimidate,#0284,Masquerain,https://pokemondb.net/pokedex/masquerain,,,
0285,https://pokemondb.net/pokedex/shroomish,Shroomish,4.5 kg (9.9 lbs),0.4 m (1′04″),Grass,,/ability/effect-spore,Contact may poison or cause paralysis or sleep.,https://pokemondb.net/ability/effect-spore,#0286,Breloom,https://pokemondb.net/pokedex/breloom,,,
0286,https://pokemondb.net/pokedex/breloom,Breloom,39.2 kg (86.4 lbs),1.2 m (3′11″),Grass,Fighting,/ability/effect-spore,Contact may poison or cause paralysis or sleep.,https://pokemondb.net/ability/effect-spore,#0286,Breloom,https://pokemondb.net/pokedex/breloom,,,
0287,https://pokemondb.net/pokedex/slakoth,Slakoth,24.0 kg (52.9 lbs),0.8 m (2′07″),Normal,,/ability/truant,Pokémon can't attack on consecutive turns.,https://pokemondb.net/ability/truant,#0288,Vigoroth,https://pokemondb.net/pokedex/vigoroth,#0289,Slaking,https://pokemondb.net/pokedex/slaking
0288,https://pokemondb.net/pokedex/vigoroth,Vigoroth,46.5 kg (102.5 lbs),1.4 m (4′07″),Normal,,/ability/vital-spirit,Prevents the Pokémon from falling asleep.,https://pokemondb.net/ability/vital-spirit,#0288,Vigoroth,https://pokemondb.net/pokedex/vigoroth,#0289,Slaking,https://pokemondb.net/pokedex/slaking
0289,https://pokemondb.net/pokedex/slaking,Slaking,130.5 kg (287.7 lbs),2.0 m (6′07″),Normal,,/ability/truant,Pokémon can't attack on consecutive turns.,https://pokemondb.net/ability/truant,#0288,Vigoroth,https://pokemondb.net/pokedex/vigoroth,#0289,Slaking,https://pokemondb.net/pokedex/slaking
0290,https://pokemondb.net/pokedex/nincada,Nincada,5.5 kg (12.1 lbs),0.5 m (1′08″),Bug,Ground,/ability/compound-eyes,The Pokémon's accuracy is boosted.,https://pokemondb.net/ability/compound-eyes,,,,,,
0291,https://pokemondb.net/pokedex/ninjask,Ninjask,12.0 kg (26.5 lbs),0.8 m (2′07″),Bug,Flying,/ability/speed-boost,Its Speed stat is gradually boosted.,https://pokemondb.net/ability/speed-boost,,,,,,
0292,https://pokemondb.net/pokedex/shedinja,Shedinja,1.2 kg (2.6 lbs),0.8 m (2′07″),Bug,Ghost,/ability/wonder-guard,Only supereffective moves will hit.,https://pokemondb.net/ability/wonder-guard,,,,,,
0293,https://pokemondb.net/pokedex/whismur,Whismur,16.3 kg (35.9 lbs),0.6 m (2′00″),Normal,,/ability/soundproof,Gives immunity to sound-based moves.,https://pokemondb.net/ability/soundproof,#0294,Loudred,https://pokemondb.net/pokedex/loudred,#0295,Exploud,https://pokemondb.net/pokedex/exploud
0294,https://pokemondb.net/pokedex/loudred,Loudred,40.5 kg (89.3 lbs),1.0 m (3′03″),Normal,,/ability/soundproof,Gives immunity to sound-based moves.,https://pokemondb.net/ability/soundproof,#0294,Loudred,https://pokemondb.net/pokedex/loudred,#0295,Exploud,https://pokemondb.net/pokedex/exploud
0295,https://pokemondb.net/pokedex/exploud,Exploud,84.0 kg (185.2 lbs),1.5 m (4′11″),Normal,,/ability/soundproof,Gives immunity to sound-based moves.,https://pokemondb.net/ability/soundproof,#0294,Loudred,https://pokemondb.net/pokedex/loudred,#0295,Exploud,https://pokemondb.net/pokedex/exploud
0296,https://pokemondb.net/pokedex/makuhita,Makuhita,86.4 kg (190.5 lbs),1.0 m (3′03″),Fighting,,/ability/thick-fat,Ups resistance to Fire- and Ice-type moves.,https://pokemondb.net/ability/thick-fat,#0297,Hariyama,https://pokemondb.net/pokedex/hariyama,,,
0297,https://pokemondb.net/pokedex/hariyama,Hariyama,253.8 kg (559.5 lbs),2.3 m (7′07″),Fighting,,/ability/thick-fat,Ups resistance to Fire- and Ice-type moves.,https://pokemondb.net/ability/thick-fat,#0297,Hariyama,https://pokemondb.net/pokedex/hariyama,,,
0298,https://pokemondb.net/pokedex/azurill,Azurill,2.0 kg (4.4 lbs),0.2 m (0′08″),Normal,Fairy,/ability/thick-fat,Ups resistance to Fire- and Ice-type moves.,https://pokemondb.net/ability/thick-fat,#0183,Marill,https://pokemondb.net/pokedex/marill,#0184,Azumarill,https://pokemondb.net/pokedex/azumarill
0299,https://pokemondb.net/pokedex/nosepass,Nosepass,97.0 kg (213.8 lbs),1.0 m (3′03″),Rock,,/ability/sturdy,It cannot be knocked out with one hit.,https://pokemondb.net/ability/sturdy,#0476,Probopass,https://pokemondb.net/pokedex/probopass,,,
0300,https://pokemondb.net/pokedex/skitty,Skitty,11.0 kg (24.3 lbs),0.6 m (2′00″),Normal,,/ability/cute-charm,Contact with the Pokémon may cause infatuation.,https://pokemondb.net/ability/cute-charm,#0301,Delcatty,https://pokemondb.net/pokedex/delcatty,,,
0301,https://pokemondb.net/pokedex/delcatty,Delcatty,32.6 kg (71.9 lbs),1.1 m (3′07″),Normal,,/ability/cute-charm,Contact with the Pokémon may cause infatuation.,https://pokemondb.net/ability/cute-charm,#0301,Delcatty,https://pokemondb.net/pokedex/delcatty,,,
0302,https://pokemondb.net/pokedex/sableye,Sableye,11.0 kg (24.3 lbs),0.5 m (1′08″),Dark,Ghost,/ability/keen-eye,Prevents other Pokémon from lowering accuracy.,https://pokemondb.net/ability/keen-eye,,,,,,
0303,https://pokemondb.net/pokedex/mawile,Mawile,11.5 kg (25.4 lbs),0.6 m (2′00″),Steel,Fairy,/ability/hyper-cutter,Prevents other Pokémon from lowering Attack stat.,https://pokemondb.net/ability/hyper-cutter,,,,,,
0304,https://pokemondb.net/pokedex/aron,Aron,60.0 kg (132.3 lbs),0.4 m (1′04″),Steel,Rock,/ability/sturdy,It cannot be knocked out with one hit.,https://pokemondb.net/ability/sturdy,#0305,Lairon,https://pokemondb.net/pokedex/lairon,#0306,Aggron,https://pokemondb.net/pokedex/aggron
0305,https://pokemondb.net/pokedex/lairon,Lairon,120.0 kg (264.6 lbs),0.9 m (2′11″),Steel,Rock,/ability/sturdy,It cannot be knocked out with one hit.,https://pokemondb.net/ability/sturdy,#0305,Lairon,https://pokemondb.net/pokedex/lairon,#0306,Aggron,https://pokemondb.net/pokedex/aggron
0306,https://pokemondb.net/pokedex/aggron,Aggron,360.0 kg (793.7 lbs),2.1 m (6′11″),Steel,Rock,/ability/sturdy,It cannot be knocked out with one hit.,https://pokemondb.net/ability/sturdy,#0305,Lairon,https://pokemondb.net/pokedex/lairon,#0306,Aggron,https://pokemondb.net/pokedex/aggron
0307,https://pokemondb.net/pokedex/meditite,Meditite,11.2 kg (24.7 lbs),0.6 m (2′00″),Fighting,Psychic,/ability/pure-power,Raises the Pokémon's Attack stat.,https://pokemondb.net/ability/pure-power,#0308,Medicham,https://pokemondb.net/pokedex/medicham,,,
0308,https://pokemondb.net/pokedex/medicham,Medicham,31.5 kg (69.4 lbs),1.3 m (4′03″),Fighting,Psychic,/ability/pure-power,Raises the Pokémon's Attack stat.,https://pokemondb.net/ability/pure-power,#0308,Medicham,https://pokemondb.net/pokedex/medicham,,,
0309,https://pokemondb.net/pokedex/electrike,Electrike,15.2 kg (33.5 lbs),0.6 m (2′00″),Electric,,/ability/static,Contact with the Pokémon may cause paralysis.,https://pokemondb.net/ability/static,#0310,Manectric,https://pokemondb.net/pokedex/manectric,,,
0310,https://pokemondb.net/pokedex/manectric,Manectric,40.2 kg (88.6 lbs),1.5 m (4′11″),Electric,,/ability/static,Contact with the Pokémon may cause paralysis.,https://pokemondb.net/ability/static,#0310,Manectric,https://pokemondb.net/pokedex/manectric,,,
0311,https://pokemondb.net/pokedex/plusle,Plusle,4.2 kg (9.3 lbs),0.4 m (1′04″),Electric,,/ability/plus,Ups Sp. Atk if another Pokémon has Plus or Minus.,https://pokemondb.net/ability/plus,,,,,,
0312,https://pokemondb.net/pokedex/minun,Minun,4.2 kg (9.3 lbs),0.4 m (1′04″),Electric,,/ability/minus,Ups Sp. Atk if another Pokémon has Plus or Minus.,https://pokemondb.net/ability/minus,,,,,,
0313,https://pokemondb.net/pokedex/volbeat,Volbeat,17.7 kg (39.0 lbs),0.7 m (2′04″),Bug,,/ability/illuminate,Raises the likelihood of meeting wild Pokémon.,https://pokemondb.net/ability/illuminate,,,,,,
0314,https://pokemondb.net/pokedex/illumise,Illumise,17.7 kg (39.0 lbs),0.6 m (2′00″),Bug,,/ability/oblivious,Prevents it from becoming infatuated.,https://pokemondb.net/ability/oblivious,,,,,,
0315,https://pokemondb.net/pokedex/roselia,Roselia,2.0 kg (4.4 lbs),0.3 m (1′00″),Grass,Poison,/ability/natural-cure,All status problems heal when it switches out.,https://pokemondb.net/ability/natural-cure,#0315,Roselia,https://pokemondb.net/pokedex/roselia,#0407,Roserade,https://pokemondb.net/pokedex/roserade
0316,https://pokemondb.net/pokedex/gulpin,Gulpin,10.3 kg (22.7 lbs),0.4 m (1′04″),Poison,,/ability/liquid-ooze,Damages attackers using any draining move.,https://pokemondb.net/ability/liquid-ooze,#0317,Swalot,https://pokemondb.net/pokedex/swalot,,,
0317,https://pokemondb.net/pokedex/swalot,Swalot,80.0 kg (176.4 lbs),1.7 m (5′07″),Poison,,/ability/liquid-ooze,Damages attackers using any draining move.,https://pokemondb.net/ability/liquid-ooze,#0317,Swalot,https://pokemondb.net/pokedex/swalot,,,
0318,https://pokemondb.net/pokedex/carvanha,Carvanha,20.8 kg (45.9 lbs),0.8 m (2′07″),Water,Dark,/ability/rough-skin,Inflicts damage to the attacker on contact.,https://pokemondb.net/ability/rough-skin,#0319,Sharpedo,https://pokemondb.net/pokedex/sharpedo,,,
0319,https://pokemondb.net/pokedex/sharpedo,Sharpedo,88.8 kg (195.8 lbs),1.8 m (5′11″),Water,Dark,/ability/rough-skin,Inflicts damage to the attacker on contact.,https://pokemondb.net/ability/rough-skin,#0319,Sharpedo,https://pokemondb.net/pokedex/sharpedo,,,
0320,https://pokemondb.net/pokedex/wailmer,Wailmer,130.0 kg (286.6 lbs),2.0 m (6′07″),Water,,/ability/water-veil,Prevents the Pokémon from getting a burn.,https://pokemondb.net/ability/water-veil,#0321,Wailord,https://pokemondb.net/pokedex/wailord,,,
0321,https://pokemondb.net/pokedex/wailord,Wailord,398.0 kg (877.4 lbs),14.5 m (47′07″),Water,,/ability/water-veil,Prevents the Pokémon from getting a burn.,https://pokemondb.net/ability/water-veil,#0321,Wailord,https://pokemondb.net/pokedex/wailord,,,
0322,https://pokemondb.net/pokedex/numel,Numel,24.0 kg (52.9 lbs),0.7 m (2′04″),Fire,Ground,/ability/oblivious,Prevents it from becoming infatuated.,https://pokemondb.net/ability/oblivious,#0323,Camerupt,https://pokemondb.net/pokedex/camerupt,,,
0323,https://pokemondb.net/pokedex/camerupt,Camerupt,220.0 kg (485.0 lbs),1.9 m (6′03″),Fire,Ground,/ability/magma-armor,Prevents the Pokémon from becoming frozen.,https://pokemondb.net/ability/magma-armor,#0323,Camerupt,https://pokemondb.net/pokedex/camerupt,,,
0324,https://pokemondb.net/pokedex/torkoal,Torkoal,80.4 kg (177.3 lbs),0.5 m (1′08″),Fire,,/ability/white-smoke,Prevents other Pokémon from lowering its stats.,https://pokemondb.net/ability/white-smoke,,,,,,
0325,https://pokemondb.net/pokedex/spoink,Spoink,30.6 kg (67.5 lbs),0.7 m (2′04″),Psychic,,/ability/thick-fat,Ups resistance to Fire- and Ice-type moves.,https://pokemondb.net/ability/thick-fat,#0326,Grumpig,https://pokemondb.net/pokedex/grumpig,,,
0326,https://pokemondb.net/pokedex/grumpig,Grumpig,71.5 kg (157.6 lbs),0.9 m (2′11″),Psychic,,/ability/thick-fat,Ups resistance to Fire- and Ice-type moves.,https://pokemondb.net/ability/thick-fat,#0326,Grumpig,https://pokemondb.net/pokedex/grumpig,,,
0327,https://pokemondb.net/pokedex/spinda,Spinda,5.0 kg (11.0 lbs),1.1 m (3′07″),Normal,,/ability/own-tempo,Prevents the Pokémon from becoming confused.,https://pokemondb.net/ability/own-tempo,,,,,,
0328,https://pokemondb.net/pokedex/trapinch,Trapinch,15.0 kg (33.1 lbs),0.7 m (2′04″),Ground,,/ability/hyper-cutter,Prevents other Pokémon from lowering Attack stat.,https://pokemondb.net/ability/hyper-cutter,#0329,Vibrava,https://pokemondb.net/pokedex/vibrava,#0330,Flygon,https://pokemondb.net/pokedex/flygon
0329,https://pokemondb.net/pokedex/vibrava,Vibrava,15.3 kg (33.7 lbs),1.1 m (3′07″),Ground,Dragon,/ability/levitate,Gives immunity to Ground type moves.,https://pokemondb.net/ability/levitate,#0329,Vibrava,https://pokemondb.net/pokedex/vibrava,#0330,Flygon,https://pokemondb.net/pokedex/flygon
0330,https://pokemondb.net/pokedex/flygon,Flygon,82.0 kg (180.8 lbs),2.0 m (6′07″),Ground,Dragon,/ability/levitate,Gives immunity to Ground type moves.,https://pokemondb.net/ability/levitate,#0329,Vibrava,https://pokemondb.net/pokedex/vibrava,#0330,Flygon,https://pokemondb.net/pokedex/flygon
0331,https://pokemondb.net/pokedex/cacnea,Cacnea,51.3 kg (113.1 lbs),0.4 m (1′04″),Grass,,/ability/sand-veil,Boosts the Pokémon's evasion in a sandstorm.,https://pokemondb.net/ability/sand-veil,#0332,Cacturne,https://pokemondb.net/pokedex/cacturne,,,
0332,https://pokemondb.net/pokedex/cacturne,Cacturne,77.4 kg (170.6 lbs),1.3 m (4′03″),Grass,Dark,/ability/sand-veil,Boosts the Pokémon's evasion in a sandstorm.,https://pokemondb.net/ability/sand-veil,#0332,Cacturne,https://pokemondb.net/pokedex/cacturne,,,
0333,https://pokemondb.net/pokedex/swablu,Swablu,1.2 kg (2.6 lbs),0.4 m (1′04″),Normal,Flying,/ability/natural-cure,All status problems heal when it switches out.,https://pokemondb.net/ability/natural-cure,#0334,Altaria,https://pokemondb.net/pokedex/altaria,,,
0334,https://pokemondb.net/pokedex/altaria,Altaria,20.6 kg (45.4 lbs),1.1 m (3′07″),Dragon,Flying,/ability/natural-cure,All status problems heal when it switches out.,https://pokemondb.net/ability/natural-cure,#0334,Altaria,https://pokemondb.net/pokedex/altaria,,,
0335,https://pokemondb.net/pokedex/zangoose,Zangoose,40.3 kg (88.8 lbs),1.3 m (4′03″),Normal,,/ability/immunity,Prevents the Pokémon from getting poisoned.,https://pokemondb.net/ability/immunity,,,,,,
0336,https://pokemondb.net/pokedex/seviper,Seviper,52.5 kg (115.7 lbs),2.7 m (8′10″),Poison,,/ability/shed-skin,The Pokémon may heal its own status problems.,https://pokemondb.net/ability/shed-skin,,,,,,
0337,https://pokemondb.net/pokedex/lunatone,Lunatone,168.0 kg (370.4 lbs),1.0 m (3′03″),Rock,Psychic,/ability/levitate,Gives immunity to Ground type moves.,https://pokemondb.net/ability/levitate,,,,,,
0338,https://pokemondb.net/pokedex/solrock,Solrock,154.0 kg (339.5 lbs),1.2 m (3′11″),Rock,Psychic,/ability/levitate,Gives immunity to Ground type moves.,https://pokemondb.net/ability/levitate,,,,,,
0339,https://pokemondb.net/pokedex/barboach,Barboach,1.9 kg (4.2 lbs),0.4 m (1′04″),Water,Ground,/ability/oblivious,Prevents it from becoming infatuated.,https://pokemondb.net/ability/oblivious,#0340,Whiscash,https://pokemondb.net/pokedex/whiscash,,,
0340,https://pokemondb.net/pokedex/whiscash,Whiscash,23.6 kg (52.0 lbs),0.9 m (2′11″),Water,Ground,/ability/oblivious,Prevents it from becoming infatuated.,https://pokemondb.net/ability/oblivious,#0340,Whiscash,https://pokemondb.net/pokedex/whiscash,,,
0341,https://pokemondb.net/pokedex/corphish,Corphish,11.5 kg (25.4 lbs),0.6 m (2′00″),Water,,/ability/hyper-cutter,Prevents other Pokémon from lowering Attack stat.,https://pokemondb.net/ability/hyper-cutter,#0342,Crawdaunt,https://pokemondb.net/pokedex/crawdaunt,,,
0342,https://pokemondb.net/pokedex/crawdaunt,Crawdaunt,32.8 kg (72.3 lbs),1.1 m (3′07″),Water,Dark,/ability/hyper-cutter,Prevents other Pokémon from lowering Attack stat.,https://pokemondb.net/ability/hyper-cutter,#0342,Crawdaunt,https://pokemondb.net/pokedex/crawdaunt,,,
0343,https://pokemondb.net/pokedex/baltoy,Baltoy,21.5 kg (47.4 lbs),0.5 m (1′08″),Ground,Psychic,/ability/levitate,Gives immunity to Ground type moves.,https://pokemondb.net/ability/levitate,#0344,Claydol,https://pokemondb.net/pokedex/claydol,,,
0344,https://pokemondb.net/pokedex/claydol,Claydol,108.0 kg (238.1 lbs),1.5 m (4′11″),Ground,Psychic,/ability/levitate,Gives immunity to Ground type moves.,https://pokemondb.net/ability/levitate,#0344,Claydol,https://pokemondb.net/pokedex/claydol,,,
0345,https://pokemondb.net/pokedex/lileep,Lileep,23.8 kg (52.5 lbs),1.0 m (3′03″),Rock,Grass,/ability/suction-cups,Negates all moves that force switching out.,https://pokemondb.net/ability/suction-cups,#0346,Cradily,https://pokemondb.net/pokedex/cradily,,,
0346,https://pokemondb.net/pokedex/cradily,Cradily,60.4 kg (133.2 lbs),1.5 m (4′11″),Rock,Grass,/ability/suction-cups,Negates all moves that force switching out.,https://pokemondb.net/ability/suction-cups,#0346,Cradily,https://pokemondb.net/pokedex/cradily,,,
0347,https://pokemondb.net/pokedex/anorith,Anorith,12.5 kg (27.6 lbs),0.7 m (2′04″),Rock,Bug,/ability/battle-armor,The Pokémon is protected against critical hits.,https://pokemondb.net/ability/battle-armor,#0348,Armaldo,https://pokemondb.net/pokedex/armaldo,,,
0348,https://pokemondb.net/pokedex/armaldo,Armaldo,68.2 kg (150.4 lbs),1.5 m (4′11″),Rock,Bug,/ability/battle-armor,The Pokémon is protected against critical hits.,https://pokemondb.net/ability/battle-armor,#0348,Armaldo,https://pokemondb.net/pokedex/armaldo,,,
0349,https://pokemondb.net/pokedex/feebas,Feebas,7.4 kg (16.3 lbs),0.6 m (2′00″),Water,,/ability/swift-swim,Boosts the Pokémon's Speed in rain.,https://pokemondb.net/ability/swift-swim,#0350,Milotic,https://pokemondb.net/pokedex/milotic,,,
0350,https://pokemondb.net/pokedex/milotic,Milotic,162.0 kg (357.1 lbs),6.2 m (20′04″),Water,,/ability/marvel-scale,Ups Defense if there is a status problem.,https://pokemondb.net/ability/marvel-scale,#0350,Milotic,https://pokemondb.net/pokedex/milotic,,,
